Query,Expected Entity,Predicted Entity,Confidence
Book a table for 12 am. at our step mother's secondary residence within walking distance for one,city,,0.0
Book a table for 12 am. at our step mother's secondary residence within walking distance for one,party_size_number,,0.0
I want to book a sundanese gastropub nearby in Texas for 3 people on 5/20/2025.,,object_type,0.7681353688240051
I want to book a sundanese gastropub nearby in Texas for 3 people on 5/20/2025.,restaurant_type,cuisine,0.36075538396835327
I want to book a sundanese gastropub nearby in Texas for 3 people on 5/20/2025.,,spatial_relation,0.41539454460144043
I want to book a sundanese gastropub nearby in Texas for 3 people on 5/20/2025.,,location_name,0.16567294299602509
I want to book a sundanese gastropub nearby in Texas for 3 people on 5/20/2025.,,best_rating,0.3236190378665924
I want to book a sundanese gastropub nearby in Texas for 3 people on 5/20/2025.,,timeRange,0.9722058176994324
book a table near pat's college,,object_name,0.5601513981819153
book a table near pat's college,sort,,0.0
book a table near pat's college,restaurant_type,,0.0
book a table near pat's college,party_size_number,,0.0
book a table in Fiji for zero a.m,,rating_value,0.9723447561264038
book a table in Fiji for zero a.m,party_size_number,,0.0
book a table in Fiji for zero a.m,country,,0.0
"Can you book me a table at Windows on the World in Cokeville , MI?",,object_type,0.7105723023414612
"Can you book me a table at Windows on the World in Cokeville , MI?",,object_name,0.9952449202537537
"Can you book me a table at Windows on the World in Cokeville , MI?",,restaurant_name,0.8389545679092407
"Can you book me a table at Windows on the World in Cokeville , MI?",,city,0.5972604751586914
"Can you book me a table at Windows on the World in Cokeville , MI?",,timeRange,0.6627810001373291
"Can you book me a table at Windows on the World in Cokeville , MI?",party_size_number,,0.0
"Can you book me a table at Windows on the World in Cokeville , MI?",restaurant_type,,0.0
"Can you book me a table at Windows on the World in Cokeville , MI?",state,,0.0
I want to book a restaurant close-by in Inman for five people.,,object_type,0.6150467395782471
I want to book a restaurant close-by in Inman for five people.,city,restaurant_type,0.9966444969177246
I want to book a restaurant close-by in Inman for five people.,,spatial_relation,0.7045896053314209
I want to book a restaurant close-by in Inman for five people.,,timeRange,0.17340758442878723
I want to book a restaurant close-by in Inman for five people.,,rating_value,0.8852042555809021
Book spot for 9,,best_rating,0.3469392657279968
Book spot for 9,party_size_number,,0.0
Book spot for 9,sort,,0.0
Book spot for 9,restaurant_type,,0.0
Book spot for 9,spatial_relation,,0.0
Book spot for 9,city,,0.0
Book spot for 9,timeRange,,0.0
Please book me a restaurant,,restaurant_type,0.9973161816596985
Please book me a restaurant,restaurant_name,,0.0
Please book me a restaurant,state,,0.0
Please book me a restaurant,party_size_number,,0.0
"Book sot for 7 at a restaurant that serves european in Stringtown on Feb. the 28th, 2034",,rating_value,0.41956856846809387
"Book sot for 7 at a restaurant that serves european in Stringtown on Feb. the 28th, 2034",,restaurant_type,0.996448278427124
"Book sot for 7 at a restaurant that serves european in Stringtown on Feb. the 28th, 2034",,party_size_description,0.3471752107143402
"Book sot for 7 at a restaurant that serves european in Stringtown on Feb. the 28th, 2034",,poi,0.6902804374694824
"Book sot for 7 at a restaurant that serves european in Stringtown on Feb. the 28th, 2034",,timeRange,0.983716607093811
"Book sot for 7 at a restaurant that serves european in Stringtown on Feb. the 28th, 2034",,best_rating,0.43272340297698975
"Book sot for 7 at a restaurant that serves european in Stringtown on Feb. the 28th, 2034",party_size_number,,0.0
"Book sot for 7 at a restaurant that serves european in Stringtown on Feb. the 28th, 2034",restaurant_name,,0.0
"Book sot for 7 at a restaurant that serves european in Stringtown on Feb. the 28th, 2034",country,,0.0
I want to book a bougatsa restaurant in next year nearby Penn for three people.,,object_type,0.6295599341392517
I want to book a bougatsa restaurant in next year nearby Penn for three people.,cuisine,object_type,0.30306196212768555
I want to book a bougatsa restaurant in next year nearby Penn for three people.,restaurant_type,restaurant_type,0.9955060482025146
I want to book a bougatsa restaurant in next year nearby Penn for three people.,timeRange,timeRange,0.79
I want to book a bougatsa restaurant in next year nearby Penn for three people.,city,timeRange,0.1196577176451683
I want to book a bougatsa restaurant in next year nearby Penn for three people.,party_size_number,timeRange,0.44417211413383484
I want to book a bougatsa restaurant in next year nearby Penn for three people.,spatial_relation,,0.0
book the best table in Tanzania for 5 people at a diner,,playlist,0.07098223268985748
book the best table in Tanzania for 5 people at a diner,,rating_value,0.3237046003341675
book the best table in Tanzania for 5 people at a diner,,spatial_relation,0.2035718709230423
book the best table in Tanzania for 5 people at a diner,restaurant_type,,0.0
book the best table in Tanzania for 5 people at a diner,served_dish,,0.0
book the best table in Tanzania for 5 people at a diner,spatial_relation,,0.0
book the best table in Tanzania for 5 people at a diner,timeRange,,0.0
book the best table in Tanzania for 5 people at a diner,country,,0.0
book the best table in Tanzania for 5 people at a diner,party_size_number,,0.0
Book a reservation for two at Mickies Dairy Bar in Weedsport,,timeRange,0.9858905076980591
Book a reservation for two at Mickies Dairy Bar in Weedsport,,movie_type,0.10915878415107727
Book a reservation for two at Mickies Dairy Bar in Weedsport,,restaurant_type,0.8844467997550964
Book a reservation for two at Mickies Dairy Bar in Weedsport,restaurant_type,,0.0
Book a reservation for two at Mickies Dairy Bar in Weedsport,city,,0.0
Book a reservation for two at Mickies Dairy Bar in Weedsport,party_size_number,,0.0
Book a reservation for ten at a restaurant in Ohio,,party_size_number,0.9642400741577148
Book a reservation for ten at a restaurant in Ohio,,restaurant_type,0.9962627291679382
Book a reservation for ten at a restaurant in Ohio,restaurant_type,,0.0
Book a reservation for ten at a restaurant in Ohio,timeRange,,0.0
I want to book a food truck for seven people in the Republic of the Congo.,,object_type,0.8358743786811829
I want to book a food truck for seven people in the Republic of the Congo.,,timeRange,0.3409547209739685
I want to book a food truck for seven people in the Republic of the Congo.,restaurant_type,object_name,0.9152489304542542
I want to book a food truck for seven people in the Republic of the Congo.,,restaurant_type,0.21933600306510925
I want to book a food truck for seven people in the Republic of the Congo.,,restaurant_name,0.1784272938966751
I want to book a food truck for seven people in the Republic of the Congo.,party_size_number,,0.0
I want to book a food truck for seven people in the Republic of the Congo.,state,,0.0
I want to book a jewish restaurant in Gambia.,,object_type,0.6733977794647217
I want to book a jewish restaurant in Gambia.,,restaurant_type,0.9964873790740967
I want to book a jewish restaurant in Gambia.,,object_type,0.20810753107070923
I want to book a jewish restaurant in Gambia.,party_size_description,,0.0
Book a reservation for a bar with a spa nearby ID,,restaurant_type,0.9680646061897278
Book a reservation for a bar with a spa nearby ID,,spatial_relation,0.3286435306072235
Book a reservation for a bar with a spa nearby ID,sort,,0.0
Book a reservation for a bar with a spa nearby ID,country,,0.0
Book a reservation for a bar with a spa nearby ID,party_size_number,,0.0
Book a reservation for a bar with a spa nearby ID,restaurant_type,,0.0
I need a table at Eddie's Attic in Nevada for one,,timeRange,0.10395078361034393
I need a table at Eddie's Attic in Nevada for one,restaurant_name,party_size_number,0.41916584968566895
I need a table at Eddie's Attic in Nevada for one,spatial_relation,,0.0
I need a table at Eddie's Attic in Nevada for one,city,,0.0
I need a table at Eddie's Attic in Nevada for one,timeRange,,0.0
I want to book a brasserie for 3 people in Netherlands Antilles.,,object_type,0.73739093542099
I want to book a brasserie for 3 people in Netherlands Antilles.,sort,restaurant_type,0.9919565916061401
I want to book a brasserie for 3 people in Netherlands Antilles.,,rating_value,0.34901323914527893
I want to book a brasserie for 3 people in Netherlands Antilles.,,state,0.8055464029312134
I want to book a brasserie for 3 people in Netherlands Antilles.,,playlist,0.11489595472812653
I want to book a brasserie for 3 people in Netherlands Antilles.,restaurant_type,,0.0
I want to book a brasserie for 3 people in Netherlands Antilles.,party_size_number,,0.0
"I want to book a top-rated restaurant close by in LA for me, rebecca and loraine on 2/6/2020.",,object_type,0.7352762222290039
"I want to book a top-rated restaurant close by in LA for me, rebecca and loraine on 2/6/2020.",,sort,0.9791792631149292
"I want to book a top-rated restaurant close by in LA for me, rebecca and loraine on 2/6/2020.",,restaurant_type,0.9959216117858887
"I want to book a top-rated restaurant close by in LA for me, rebecca and loraine on 2/6/2020.",,spatial_relation,0.6014841198921204
"I want to book a top-rated restaurant close by in LA for me, rebecca and loraine on 2/6/2020.",,state,0.9675599932670593
"I want to book a top-rated restaurant close by in LA for me, rebecca and loraine on 2/6/2020.",,party_size_description,0.23997072875499725
"I want to book a top-rated restaurant close by in LA for me, rebecca and loraine on 2/6/2020.",,music_item,0.2184189110994339
"I want to book a top-rated restaurant close by in LA for me, rebecca and loraine on 2/6/2020.",,timeRange,0.9697986245155334
"I want to book a top-rated restaurant close by in LA for me, rebecca and loraine on 2/6/2020.",timeRange,,0.0
"I want to book a top-rated restaurant close by in LA for me, rebecca and loraine on 2/6/2020.",party_size_number,,0.0
"I want to book a top-rated restaurant close by in LA for me, rebecca and loraine on 2/6/2020.",state,,0.0
I want to eat by five pm in NE for a six people,,rating_value,0.9173818230628967
I want to eat by five pm in NE for a six people,,timeRange,0.2052072137594223
I want to eat by five pm in NE for a six people,,party_size_number,0.5960200428962708
I want to eat by five pm in NE for a six people,party_size_description,,0.0
I want to eat by five pm in NE for a six people,spatial_relation,,0.0
I want to eat by five pm in NE for a six people,poi,,0.0
book a party at their campus within the same area for churrascaria,,spatial_relation,0.9499347805976868
book a party at their campus within the same area for churrascaria,,object_type,0.23576027154922485
book a party at their campus within the same area for churrascaria,,artist,0.3207324743270874
book a party at their campus within the same area for churrascaria,cuisine,,0.0
book a party at their campus within the same area for churrascaria,restaurant_type,,0.0
book a party at their campus within the same area for churrascaria,country,,0.0
I want to book a restaurant in sixteen seconds for 5 people in Gold Point Montana.,,object_type,0.8538135290145874
I want to book a restaurant in sixteen seconds for 5 people in Gold Point Montana.,restaurant_type,restaurant_type,0.9967807531356812
I want to book a restaurant in sixteen seconds for 5 people in Gold Point Montana.,,timeRange,0.5385097861289978
I want to book a restaurant in sixteen seconds for 5 people in Gold Point Montana.,,best_rating,0.3538375198841095
I want to book a restaurant in sixteen seconds for 5 people in Gold Point Montana.,,object_name,0.24304881691932678
I want to book a restaurant in sixteen seconds for 5 people in Gold Point Montana.,,rating_unit,0.23837554454803467
I want to book a restaurant in sixteen seconds for 5 people in Gold Point Montana.,facility,,0.0
phyllis ward and veronica need a table at a restaurant in 152 days,,artist,0.12087550014257431
phyllis ward and veronica need a table at a restaurant in 152 days,,restaurant_type,0.9962900876998901
phyllis ward and veronica need a table at a restaurant in 152 days,,best_rating,0.2879141867160797
phyllis ward and veronica need a table at a restaurant in 152 days,party_size_number,,0.0
Please book me a table at a bistro which serves lorna doone.,,party_size_number,0.25087252259254456
Please book me a table at a bistro which serves lorna doone.,restaurant_type,,0.0
Please book me a table at a bistro which serves lorna doone.,served_dish,,0.0
I want to book a joint in a  spa.,,object_type,0.7114495038986206
I want to book a joint in a  spa.,,restaurant_type,0.9854329228401184
I want to book a joint in a  spa.,,country,0.5125600695610046
I want to book a joint in a  spa.,party_size_number,,0.0
I want to book a joint in a  spa.,country,,0.0
I want to book a joint in a  spa.,restaurant_name,,0.0
book spot for 7 at an indoor restaurant in MP now,party_size_description,rating_value,0.3855099081993103
book spot for 7 at an indoor restaurant in MP now,,restaurant_type,0.996147871017456
book spot for 7 at an indoor restaurant in MP now,,party_size_description,0.26941925287246704
book spot for 7 at an indoor restaurant in MP now,country,,0.0
book spot for 7 at an indoor restaurant in MP now,timeRange,,0.0
I would like to book a restaurant for souvlaki cuisine in the state of NE,,object_type,0.7930818796157837
I would like to book a restaurant for souvlaki cuisine in the state of NE,,restaurant_type,0.9963009357452393
I would like to book a restaurant for souvlaki cuisine in the state of NE,,timeRange,0.2691696584224701
I would like to book a restaurant for souvlaki cuisine in the state of NE,party_size_number,,0.0
I would like to book a restaurant for souvlaki cuisine in the state of NE,facility,,0.0
I would like to book a restaurant for souvlaki cuisine in the state of NE,restaurant_type,,0.0
I would like to book a restaurant for souvlaki cuisine in the state of NE,spatial_relation,,0.0
I would like to book a restaurant for souvlaki cuisine in the state of NE,state,,0.0
I would like to book a restaurant for souvlaki cuisine in the state of NE,timeRange,,0.0
Lets eat near Oakfield 17 seconds from now at Ted Peters Famous Smoked Fish,,object_name,0.46916455030441284
Lets eat near Oakfield 17 seconds from now at Ted Peters Famous Smoked Fish,,rating_value,0.44772404432296753
Lets eat near Oakfield 17 seconds from now at Ted Peters Famous Smoked Fish,,object_name,0.29950928688049316
Lets eat near Oakfield 17 seconds from now at Ted Peters Famous Smoked Fish,spatial_relation,,0.0
Lets eat near Oakfield 17 seconds from now at Ted Peters Famous Smoked Fish,poi,,0.0
Like to book a seat in Monaco for the Yankee Doodle Coffee Shop,,object_type,0.7809447646141052
Like to book a seat in Monaco for the Yankee Doodle Coffee Shop,,city,0.40344473719596863
Like to book a seat in Monaco for the Yankee Doodle Coffee Shop,,object_name,0.5430729389190674
Like to book a seat in Monaco for the Yankee Doodle Coffee Shop,,object_name,0.36928150057792664
Like to book a seat in Monaco for the Yankee Doodle Coffee Shop,party_size_description,,0.0
Like to book a seat in Monaco for the Yankee Doodle Coffee Shop,city,,0.0
Book me a table for 5 this year at Cherwell Boathouse,,rating_value,0.3585127890110016
Book me a table for 5 this year at Cherwell Boathouse,,timeRange,0.9563705325126648
Book me a table for 5 this year at Cherwell Boathouse,,object_location_type,0.45304134488105774
Book me a table for 5 this year at Cherwell Boathouse,sort,,0.0
Book me a table for 5 this year at Cherwell Boathouse,restaurant_type,,0.0
Book me a table for 5 this year at Cherwell Boathouse,party_size_number,,0.0
I want to book a taverna in Archer City for this spring for nine people.,,object_type,0.7259678244590759
I want to book a taverna in Archer City for this spring for nine people.,,city,0.66
I want to book a taverna in Archer City for this spring for nine people.,,year,0.17412593960762024
I want to book a taverna in Archer City for this spring for nine people.,restaurant_type,,0.0
I want to book a taverna in Archer City for this spring for nine people.,spatial_relation,,0.0
I want to book a taverna in Archer City for this spring for nine people.,poi,,0.0
I want to book a taverna in Archer City for this spring for nine people.,timeRange,,0.0
I want to book a taverna in Archer City for this spring for nine people.,party_size_number,,0.0
Book a reservation for nine people at a bakery in Nunez,party_size_description,year,0.3979354500770569
Book a reservation for nine people at a bakery in Nunez,,city,0.7106707692146301
Book a reservation for nine people at a bakery in Nunez,,location_name,0.09711417555809021
Book a reservation for nine people at a bakery in Nunez,cuisine,,0.0
Book a reservation for nine people at a bakery in Nunez,restaurant_type,,0.0
Book a reservation for nine people at a bakery in Nunez,timeRange,,0.0
Book a reservation for nine people at a bakery in Nunez,state,,0.0
table for 5 A.m. at Baker's Keyboard Lounge,,rating_value,0.4715070426464081
table for 5 A.m. at Baker's Keyboard Lounge,,city,0.9842245578765869
table for 5 A.m. at Baker's Keyboard Lounge,,object_name,0.5179376602172852
table for 5 A.m. at Baker's Keyboard Lounge,party_size_number,,0.0
table for 5 A.m. at Baker's Keyboard Lounge,restaurant_name,,0.0
I want to book a restaurant in Niger for seven people.,,object_type,0.6669002175331116
I want to book a restaurant in Niger for seven people.,,restaurant_type,0.996698796749115
I want to book a restaurant in Niger for seven people.,,object_name,0.09737703949213028
I want to book a restaurant in Niger for seven people.,,object_name,0.8451011180877686
I want to book a restaurant in Niger for seven people.,restaurant_type,,0.0
I want to book a restaurant in Niger for seven people.,spatial_relation,,0.0
I want to book a restaurant in Niger for seven people.,state,,0.0
Book me a reservation for a pub in Cormorant for a party of nine,,restaurant_type,0.4998553693294525
Book me a reservation for a pub in Cormorant for a party of nine,,timeRange,0.2566070258617401
Book me a reservation for a pub in Cormorant for a party of nine,party_size_number,,0.0
Book me a reservation for a pub in Cormorant for a party of nine,restaurant_name,,0.0
Book me a reservation for a pub in Cormorant for a party of nine,city,,0.0
I want to book a restaurant for my father in law and I in Buckner a year from now.,,object_type,0.7962325811386108
I want to book a restaurant for my father in law and I in Buckner a year from now.,restaurant_type,restaurant_type,0.996816098690033
I want to book a restaurant for my father in law and I in Buckner a year from now.,party_size_number,playlist_owner,0.8690192699432373
I want to book a restaurant for my father in law and I in Buckner a year from now.,,party_size_description,0.5326545834541321
I want to book a restaurant for my father in law and I in Buckner a year from now.,,timeRange,0.17855089902877808
I want to book a restaurant for my father in law and I in Buckner a year from now.,,timeRange,0.9005922675132751
I want to book a restaurant for my father in law and I in Buckner a year from now.,,timeRange,0.9923691749572754
I want to book a restaurant for my father in law and I in Buckner a year from now.,city,,0.0
I want to book a restaurant for my father in law and I in Buckner a year from now.,state,,0.0
I want a table at James D. Conrey House in Urbank California,,object_name,0.37600573897361755
I want a table at James D. Conrey House in Urbank California,,object_name,0.5262128710746765
I want a table at James D. Conrey House in Urbank California,,artist,0.56
I want a table at James D. Conrey House in Urbank California,restaurant_type,,0.0
I want a table at James D. Conrey House in Urbank California,facility,,0.0
I want a table at James D. Conrey House in Urbank California,spatial_relation,,0.0
I want a table at James D. Conrey House in Urbank California,state,,0.0
Book a reservation for an oyster bar,,restaurant_type,0.9740556478500366
Book a reservation for an oyster bar,party_size_number,,0.0
Book a reservation for an oyster bar,city,,0.0
Book a reservation for an oyster bar,state,,0.0
Book a reservation for 5 people at the top-rated brasserie restaurant,,rating_value,0.344596803188324
Book a reservation for 5 people at the top-rated brasserie restaurant,city,sort,0.9784351587295532
Book a reservation for 5 people at the top-rated brasserie restaurant,,restaurant_type,0.9878225922584534
Book a reservation for 5 people at the top-rated brasserie restaurant,,restaurant_type,0.9958416819572449
Book a reservation for 5 people at the top-rated brasserie restaurant,party_size_number,,0.0
Book a reservation for 5 people at the top-rated brasserie restaurant,restaurant_name,,0.0
I want to book Tupelo Honey Cafe in New Jersey for five people.,,object_type,0.9199962615966797
I want to book Tupelo Honey Cafe in New Jersey for five people.,,object_name,0.51
I want to book Tupelo Honey Cafe in New Jersey for five people.,,object_name,0.20018941164016724
I want to book Tupelo Honey Cafe in New Jersey for five people.,,rating_value,0.955189049243927
I want to book Tupelo Honey Cafe in New Jersey for five people.,restaurant_type,,0.0
I want to book Tupelo Honey Cafe in New Jersey for five people.,city,,0.0
I want to book Tupelo Honey Cafe in New Jersey for five people.,timeRange,,0.0
I want to book Tupelo Honey Cafe in New Jersey for five people.,party_size_number,,0.0
book a table at a Fried chicken restaurant,,object_name,0.64
book a table at a Fried chicken restaurant,,restaurant_type,0.9960131645202637
book a table at a Fried chicken restaurant,restaurant_type,,0.0
book a table at a Fried chicken restaurant,party_size_number,,0.0
book a table at a Fried chicken restaurant,timeRange,,0.0
book spot for 1 at Town of Ramsgate in Merit,,rating_value,0.4683399796485901
book spot for 1 at Town of Ramsgate in Merit,,poi,0.9561811685562134
book spot for 1 at Town of Ramsgate in Merit,,party_size_description,0.14249709248542786
book spot for 1 at Town of Ramsgate in Merit,party_size_number,,0.0
book spot for 1 at Town of Ramsgate in Merit,state,,0.0
book spot for 1 at Town of Ramsgate in Merit,restaurant_name,,0.0
Book a reservation for my babies and I,,playlist_owner,0.9089965224266052
Book a reservation for my babies and I,,timeRange,0.3285510540008545
Book a reservation for my babies and I,restaurant_type,,0.0
Book a reservation for my babies and I,party_size_number,,0.0
Book a reservation for my babies and I,country,,0.0
I want to eat in Ramona,,state,0.12816649675369263
I want to eat in Ramona,country,,0.0
I want to eat in Ramona,timeRange,,0.0
"Book a reservation for The Dome, Edinburgh close to Brooklawn",,object_name,0.5155128836631775
"Book a reservation for The Dome, Edinburgh close to Brooklawn",,object_name,0.4681747555732727
"Book a reservation for The Dome, Edinburgh close to Brooklawn",state,spatial_relation,0.7790728807449341
"Book a reservation for The Dome, Edinburgh close to Brooklawn",,state,0.10649674385786057
"Book a reservation for The Dome, Edinburgh close to Brooklawn",party_size_number,,0.0
"Book a reservation for The Dome, Edinburgh close to Brooklawn",facility,,0.0
"Book a reservation for The Dome, Edinburgh close to Brooklawn",restaurant_type,,0.0
"Book a reservation for The Dome, Edinburgh close to Brooklawn",timeRange,,0.0
I want to book Oregon Electric Station in North City.,,object_type,0.9446344375610352
I want to book Oregon Electric Station in North City.,,album,0.49
I want to book Oregon Electric Station in North City.,,city,0.66
I want to book Oregon Electric Station in North City.,sort,,0.0
I want to book Oregon Electric Station in North City.,restaurant_type,,0.0
I want to book Oregon Electric Station in North City.,spatial_relation,,0.0
I want to book Oregon Electric Station in North City.,state,,0.0
I want to book Oregon Electric Station in North City.,party_size_description,,0.0
I want to book Oregon Electric Station in North City.,timeRange,,0.0
I need a table in Sacaton at a gluten free restaurant,,artist,0.19734324514865875
I need a table in Sacaton at a gluten free restaurant,,timeRange,0.41581323742866516
I need a table in Sacaton at a gluten free restaurant,,restaurant_type,0.9960785508155823
I need a table in Sacaton at a gluten free restaurant,restaurant_type,,0.0
I need a table in Sacaton at a gluten free restaurant,served_dish,,0.0
I want to book a tea house that serves salade far from here at Midnight in Panama for two people.,,object_type,0.7843343019485474
I want to book a tea house that serves salade far from here at Midnight in Panama for two people.,restaurant_type,timeRange,0.42225027084350586
I want to book a tea house that serves salade far from here at Midnight in Panama for two people.,,playlist,0.2546851933002472
I want to book a tea house that serves salade far from here at Midnight in Panama for two people.,,album,0.2510201334953308
I want to book a tea house that serves salade far from here at Midnight in Panama for two people.,,timeRange,0.2150052934885025
I want to book a tea house that serves salade far from here at Midnight in Panama for two people.,,timeRange,0.9753417372703552
I want to book a tea house that serves salade far from here at Midnight in Panama for two people.,country,,0.0
I want to book a tea house that serves salade far from here at Midnight in Panama for two people.,party_size_number,,0.0
"Book a reservation for 8 people in Wardville, Kansas",,rating_value,0.38799434900283813
"Book a reservation for 8 people in Wardville, Kansas",restaurant_type,object_name,0.8570411205291748
"Book a reservation for 8 people in Wardville, Kansas",,object_name,0.4532374143600464
"Book a reservation for 8 people in Wardville, Kansas",party_size_description,,0.0
Book a reservation for five people for a tatar taverna in Sargents,party_size_number,rating_value,0.9491099715232849
Book a reservation for five people for a tatar taverna in Sargents,,spatial_relation,0.17878301441669464
Book a reservation for five people for a tatar taverna in Sargents,,rating_unit,0.2752951383590698
Book a reservation for five people for a tatar taverna in Sargents,restaurant_type,,0.0
Book a reservation for five people for a tatar taverna in Sargents,city,,0.0
book spot for my nieces and I at a tea house,,playlist_owner,0.8935928344726562
book spot for my nieces and I at a tea house,,timeRange,0.36728230118751526
book spot for my nieces and I at a tea house,,spatial_relation,0.28869450092315674
book spot for my nieces and I at a tea house,restaurant_name,,0.0
book spot for my nieces and I at a tea house,city,,0.0
book spot for my nieces and I at a tea house,state,,0.0
book spot for my nieces and I at a tea house,timeRange,,0.0
book spot for my nieces and I at a tea house,party_size_number,,0.0
Book a reservation for 10 people at an oyster bar with a pool within the same area of Cowansburg for 10 Pm,,rating_value,0.35425591468811035
Book a reservation for 10 people at an oyster bar with a pool within the same area of Cowansburg for 10 Pm,,restaurant_type,0.9687772989273071
Book a reservation for 10 people at an oyster bar with a pool within the same area of Cowansburg for 10 Pm,,party_size_description,0.28184324502944946
Book a reservation for 10 people at an oyster bar with a pool within the same area of Cowansburg for 10 Pm,,spatial_relation,0.8815577030181885
Book a reservation for 10 people at an oyster bar with a pool within the same area of Cowansburg for 10 Pm,,object_type,0.3731525242328644
Book a reservation for 10 people at an oyster bar with a pool within the same area of Cowansburg for 10 Pm,,city,0.919540524482727
Book a reservation for 10 people at an oyster bar with a pool within the same area of Cowansburg for 10 Pm,,best_rating,0.34065544605255127
Book a reservation for 10 people at an oyster bar with a pool within the same area of Cowansburg for 10 Pm,party_size_number,,0.0
Book a reservation for 10 people at an oyster bar with a pool within the same area of Cowansburg for 10 Pm,restaurant_type,,0.0
Book a reservation for 10 people at an oyster bar with a pool within the same area of Cowansburg for 10 Pm,cuisine,,0.0
Book a reservation for 10 people at an oyster bar with a pool within the same area of Cowansburg for 10 Pm,city,,0.0
Book a reservation for 10 people at an oyster bar with a pool within the same area of Cowansburg for 10 Pm,timeRange,,0.0
"book spot for four at Cliff House, San Francisco in Martinique",,rating_value,0.7919419407844543
"book spot for four at Cliff House, San Francisco in Martinique",,object_name,0.45302829146385193
"book spot for four at Cliff House, San Francisco in Martinique",,country,0.66
"book spot for four at Cliff House, San Francisco in Martinique",,party_size_description,0.6241670846939087
"book spot for four at Cliff House, San Francisco in Martinique",city,,0.0
"book spot for four at Cliff House, San Francisco in Martinique",cuisine,,0.0
"book spot for four at Cliff House, San Francisco in Martinique",restaurant_type,,0.0
I need a table for 5 at a highly rated gastropub in Concord MN,party_size_number,rating_value,0.33881527185440063
I need a table for 5 at a highly rated gastropub in Concord MN,sort,sort,0.9820252656936646
I need a table for 5 at a highly rated gastropub in Concord MN,restaurant_type,timeRange,0.12183940410614014
I need a table for 5 at a highly rated gastropub in Concord MN,city,poi,0.22160838544368744
I need a table for 5 at a highly rated gastropub in Concord MN,state,,0.0
book spot for two at City Tavern,,timeRange,0.9790627956390381
book spot for two at City Tavern,,city,0.17076584696769714
book spot for two at City Tavern,timeRange,,0.0
book spot for two at City Tavern,state,,0.0
book spot for two at City Tavern,party_size_number,,0.0
book a restaurant for six at an outdoor cafe in Aland,,restaurant_type,0.9975825548171997
book a restaurant for six at an outdoor cafe in Aland,,timeRange,0.6540035009384155
book a restaurant for six at an outdoor cafe in Aland,,artist,0.26345065236091614
book a restaurant for six at an outdoor cafe in Aland,restaurant_type,,0.0
book a restaurant for six at an outdoor cafe in Aland,party_size_number,,0.0
book a gastropub that serves turkish food for 4 people,,music_item,0.3402871787548065
book a gastropub that serves turkish food for 4 people,,rating_value,0.35446491837501526
book a gastropub that serves turkish food for 4 people,restaurant_type,,0.0
book a gastropub that serves turkish food for 4 people,city,,0.0
I need a table for 4 in Saint Helena at Settha Palace Hotel,,rating_value,0.38062623143196106
I need a table for 4 in Saint Helena at Settha Palace Hotel,,country,0.59
I need a table for 4 in Saint Helena at Settha Palace Hotel,,object_name,0.21671710908412933
I need a table for 4 in Saint Helena at Settha Palace Hotel,sort,,0.0
I need a table for 4 in Saint Helena at Settha Palace Hotel,restaurant_type,,0.0
table for Breadline Cafe in Minnesota next friday,,object_name,0.30841076374053955
table for Breadline Cafe in Minnesota next friday,,timeRange,0.18712568283081055
table for Breadline Cafe in Minnesota next friday,,timeRange,0.992255687713623
table for Breadline Cafe in Minnesota next friday,restaurant_name,,0.0
table for Breadline Cafe in Minnesota next friday,state,,0.0
table for Breadline Cafe in Minnesota next friday,party_size_number,,0.0
I want to book a restaurant for six people in Wagstaff AK.,,object_type,0.718789279460907
I want to book a restaurant for six people in Wagstaff AK.,,restaurant_type,0.9967296123504639
I want to book a restaurant for six people in Wagstaff AK.,,timeRange,0.7375801801681519
I want to book a restaurant for six people in Wagstaff AK.,,state,0.6086718440055847
I want to book a restaurant for six people in Wagstaff AK.,restaurant_name,,0.0
I want to book a restaurant for six people in Wagstaff AK.,city,,0.0
I want to book a restaurant for six people in Wagstaff AK.,state,,0.0
I want to book a restaurant for ten people.,,object_type,0.6404462456703186
I want to book a restaurant for ten people.,,restaurant_type,0.9966325163841248
I want to book a restaurant for ten people.,,party_size_number,0.949985146522522
I want to book a restaurant for ten people.,restaurant_type,,0.0
I want to book a restaurant for ten people.,cuisine,,0.0
I want to book a restaurant for ten people.,party_size_number,,0.0
Book a reservation for 6 people for a creole tavern in Montenegro,,rating_value,0.3584456741809845
Book a reservation for 6 people for a creole tavern in Montenegro,,location_name,0.3289817273616791
Book a reservation for 6 people for a creole tavern in Montenegro,restaurant_type,,0.0
Book a reservation for 6 people for a creole tavern in Montenegro,city,,0.0
Book a reservation for 6 people for a creole tavern in Montenegro,timeRange,,0.0
Book a reservation for 6 people for a creole tavern in Montenegro,party_size_number,,0.0
I want to book a churrascaria in Romeoville at ten a.m for four people.,,object_type,0.7244706749916077
I want to book a churrascaria in Romeoville at ten a.m for four people.,,artist,0.5103205442428589
I want to book a churrascaria in Romeoville at ten a.m for four people.,,party_size_number,0.9458156228065491
I want to book a churrascaria in Romeoville at ten a.m for four people.,,party_size_number,0.3740139901638031
I want to book a churrascaria in Romeoville at ten a.m for four people.,party_size_number,,0.0
I want to book a churrascaria in Romeoville at ten a.m for four people.,cuisine,,0.0
